time_s,phase,ambient_temperature_K,relative_humidity_pct,pressure_Pa,altitude_m,tas_ms,thrust_N,propulsive_power_kW
320.000,CL,264.742,56.648,76590.874,2298.678,109.871,25963.600,2852.639
321.000,CL,264.742,56.648,76522.070,2305.864,109.871,25430.875,2794.108
322.000,CL,264.742,56.648,76453.317,2313.051,109.871,24919.089,2737.877
323.000,CL,264.742,56.648,76384.613,2320.238,109.871,24359.151,2676.357
324.000,CL,264.742,56.648,76315.960,2327.424,109.871,23815.606,2616.637
325.000,CL,264.742,56.648,76247.356,2334.611,109.871,23293.204,2559.240
326.000,CL,264.742,56.648,76178.803,2341.797,109.871,22750.912,2499.658
327.000,CL,264.742,56.648,76110.299,2348.984,109.871,22300.964,2450.222
328.000,CL,264.742,56.648,76041.845,2356.171,109.871,21908.512,2407.103
329.000,CL,264.742,56.648,75973.441,2363.357,109.871,21517.127,2364.102
330.000,CL,264.742,56.648,75905.087,2370.544,109.871,21264.478,2336.343
331.000,CL,264.742,56.648,75836.783,2377.730,109.871,21022.800,2309.790
332.000,CL,264.742,56.648,75768.529,2384.917,109.871,20900.574,2296.360
333.000,CL,264.742,56.648,75700.324,2392.104,109.871,20848.278,2290.615
334.000,CL,264.742,56.648,75632.169,2399.290,109.871,20822.826,2287.818
335.000,CL,264.742,56.648,75564.064,2406.477,109.871,20865.180,2292.472
336.000,CL,264.742,56.648,75496.008,2413.663,109.871,21007.246,2308.081
337.000,CL,264.742,56.648,75428.002,2420.850,109.871,21090.431,2317.220
338.000,CL,264.742,56.648,75360.046,2428.037,109.871,21137.780,2322.422
339.000,CL,264.742,56.648,75292.139,2435.223,109.871,21238.723,2333.513
340.000,CL,264.742,56.648,75224.282,2442.410,109.871,21402.103,2351.464
341.000,CL,264.742,56.648,75156.474,2449.596,109.871,21583.987,2371.447
342.000,CL,264.742,56.648,75088.716,2456.783,109.871,21697.154,2383.881
343.000,CL,264.742,56.648,75021.008,2463.969,109.871,21916.928,2408.028
344.000,CL,264.742,56.648,74953.348,2471.156,109.871,22028.871,2420.327
345.000,CL,264.742,56.648,74885.738,2478.343,109.871,22226.013,2441.987
346.000,CL,264.742,56.648,74818.178,2485.529,109.871,22408.271,2462.012
347.000,CL,264.742,56.648,74750.667,2492.716,109.871,22603.178,2483.427
348.000,CL,264.742,56.648,74683.205,2499.902,109.871,22803.000,2505.381
349.000,CL,264.742,56.648,74615.793,2507.089,109.871,22937.808,2520.193
350.000,CL,264.742,56.648,74548.430,2514.276,109.871,23117.826,2539.971
351.000,CL,264.742,56.648,74481.116,2521.462,109.871,23316.570,2561.808
352.000,CL,264.742,56.648,74413.851,2528.649,109.871,23486.110,2580.435
353.000,CL,264.742,56.648,74346.636,2535.835,109.871,23716.029,2605.696
354.000,CL,264.742,56.648,74279.469,2543.022,109.871,23870.195,2622.635
355.000,CL,264.742,56.648,74212.352,2550.209,109.871,24037.155,2640.979
